id,분야,조항,쪽,질문,본문
q83,민감·고유식별정보,§24의2,106,기업이 직원 채용을 위해 지원자의 주민등록번호를 이력서·지원서 등에 기재하도록 하여도 되나요?,"### 기업이 직원 채용을 위해 지원자의 주민등록번호를 이력서·지원서 등에 기재하도록 하여도 되나요? 

##### 입사 지원자가 최종 합격한 이후 관련 법령에 따라 주민등록번호를 수집할 수 있습니다. 

- 개인정보처리자가 주민등록번호를 처리하기 위해서는 ‘법률ㆍ대통령령ㆍ국회규칙ㆍ 대법원규칙ㆍ헌법재판소규칙ㆍ중앙선거관리위원회규칙 및 감사원규칙에서 구체적으로 주민등록번호의 처리를 요구하거나 허용한 경우’ 등 보호법 제24조의2 제1항 각 호의 어느 하나에 해당하여야 합니다. 

- 입사 지원자가 최종 합격하여 직원이 되기 전까지는 법률이나 대통령령에서 기업이 해당 지원자의 주민등록번호를 처리하도록 하는 규정이 없다면 이력서·지원서 등에 주민등록번호를 기재하도록 하여 처리할 수 없습니다. 

- ※ 주민등록번호는 정보주체의 동의가 있더라도 법령에 근거가 없다면 수집할 수 없습니다. 

- 이 경우 입사지원 단계에서는 주민등록번호 대신 생년월일이나 휴대전화번호 등을 수집하는 것으로 대체하고, 최종 합격한 후에는 고용보험 등 4대 보험 가입, 급여 원천 징수 등을 위해 관련 법령에서 정하는 바에 따라 기업이 해당 지원자의 주민 등록번호를 수집할 수 있습니다."
q84,위·수탁,§26,109,회사의 SNS 이벤트를 이벤트 대행사를 통해 하는 경우 개인정보 처리에 관한 위·수탁 계약을 체결해야 하나요?,"회사의 SNS 이벤트를 이벤트 대행사를 통해 하는 경우 개인정보 처리에 관한 위·수탁 계약을 체결해야 하나요? 

네, SNS 이벤트 중 개인정보 처리에 관한 사항을 위탁하려면, 보호법 제26조 제1항에 따라 문서로 해야 합니다. 

- SNS를 운영하는 회사가 이벤트 대행사에게 개인정보 처리 업무를 위탁하려면, 

- 위탁업무의 목적 및 범위, 개인정보에 대한 안전성 확보조치에 관한 사항 등의 내용을 포함한 문서에 의하여야 하고, 위탁업무 내용과 수탁자를 공개하여야 하며, 수탁자 교육, 감독 등 의무를 준수해야 합니다(보호법 제26조)."
q85,위·수탁,§26,110,보호법상 ‘위탁 업무 내용 및 수탁자 공개 의무’는 개인정보 처리방침에 관련 내용을 포함해서 인터넷 홈페이지에 공개하면 되는 건가요?,"보호법상 ‘ 위탁 업무 내용 및 수탁자 공개 의무’는 개인정보 처리방침에 관련 내용을 포함해서 인터넷 홈페이지에 공개하면 되는 건가요? 

네, 개인정보 처리 업무 위·수탁 사항을 개인정보 처리방침에 기재하여 공개하는 것도 가능합니다. 

- 위탁자는 개인정보 처리 업무를 위탁하는 업무의 내용과 수탁자를 정보주체가 언제 든지 쉽게 확인할 수 있도록 공개하여야 하며(보호법 제26조 제2항), 개인정보 처리 위탁에 관한 사항은 개인정보 처리방침에 기재하여야 하므로(보호법 제30조 제1항 제4호), 위탁 업무 내용 및 수탁자를 포함한 개인정보 처리 업무 위·수탁 사항을 개인 정보 처리방침에 기재하여 홈페이지에 공개하는 것도 가능합니다. 

- 다만, 개인정보 처리방침에는 위탁내용 변경 및 수탁자 변경사항도 지속적으로 업데이트 하여야 합니다(보호법 시행령 제31조 제2항)."
q86,위·수탁,§26,111,수탁자와 개인정보 처리 업무 위·수탁 계약을 체결할 예정인데 위·수탁 계약서상 수탁자 감독사항을 어떻게 작성해야 하나요?,"#### 수탁자와 개인정보 처리 업무 위·수탁 계약을 체결할 예정인데 위·수탁 계약서상 수탁자 감독사항을 어떻게 작성해야 하나요? 

수탁자 관리방법에는 전문기관, 관련 협회, 컨설팅 기관 등을 통한 대행, 원격점검, 솔루션 배포 등 다양한 방법이 있습니다. 

- 위탁자의 수탁자 관리 방법에는 관련 협회, 컨설팅 기관 등 전문기관을 통한 대행, 원격점검, 솔루션 배포 등의 방법이 있으므로 합리적인 수단을 다양하게 활용할 수 있습니다. 

- 참고로, 위탁자가 개인정보 처리 업무 위·수탁 계약을 체결하려면 업무위탁으로 인하여 정보주체의 개인정보가 분실·도난·유출·위조·변조 또는 훼손되지 아니하도록 수탁자를 교육하고, 처리현황 점검 등 수탁자가 개인정보를 안전하게 처리하는지를 감독하여야 합니다(보호법 제26조 제4항). 

- 종전에는 수탁자가 보호법 위반행위에 대한 책임이 있더라도 과징금·과태료·형벌 적용규정이 없었으나, 수탁자의 경우에도 보호법 위반에 대한 책임 있는 범위에서 과징금·과태료·형벌 등을 적용할 수 있도록 보호법이 개정되었습니다(2023. 9. 15. 시행). 

- ※ 보호법 제26조 제8항 수탁자 준용 규정에 수탁자에게 적용될 수 있는 규정이 추가되었고, 과징금 (제64조의2)·형벌(제71~73조)·과태료(제75조) 규정에 개별 위반행위에 따른 제재규정이 추가되었습니다."
q87,위·수탁,§26,112,개인정보 처리 업무를 위탁받은 수탁자가 다른 사업자에게 재위탁하려면 어떤 절차를 거쳐야 하나요?,"#### 개인정보 처리 업무를 위탁받은 수탁자가 다른 사업자에게 재위탁하려면 어떤 절차를 거쳐야 하나요? 

수탁자가 위탁받은 개인정보 처리 업무를 제3자에게 다시 위탁하려면 위탁자의 동의를 받아야 합니다. 

- 보호법 개정(법률 제19234호, 2023. 3. 14. 시행)으로, 수탁자가 개인정보 처리 업무를 제3자에게 다시 위탁하려면 위탁자의 동의를 받아야 합니다(보호법 제26조 제6항). 

- 법 개정 취지는, 재위탁이 반복되는 경우 개인정보 관리가 취약해질 수 있어 재위탁 하는 것을 제한하되 재위탁이 불가피한 경우에는 위탁자의 동의를 받아 진행할 수 있도록 하기 위함입니다. 

- 위탁자의 동의 규정은 위탁자의 관리 책임을 강화하기 위한 것이고, 그 형식을 제한 하고 있지는 않으므로 개인정보 처리 업무의 성격, 위탁 계약의 특성 등에 따라 다양한 방식으로 위탁자의 동의를 받을 수 있습니다. 

- 업무의 특성상 재위탁 내용의 변경이 자주 발생하거나 사전 예측이 어려운 경우에는 위탁계약 문서에 수탁자가 위탁자로부터 동의를 받는 절차와 방법에 관한 사항을 포함하여 약정하고 이에 따라 재위탁하는 것도 가능합니다. 

- ※ (예시) 위탁계약 문서에 재위탁 허용 범위에 관한 사항과 간소화된 동의 절차(위탁자에게 사후 승인, 주기적 통지 등)를 정한 후 위탁계약 내용에 따라 재위탁하는 방법"
q88,위·수탁,§26,113,수탁자를 직접 교육할 수 없는 단기 1회성 위탁의 경우 수탁자를 어떻게 교육해야 하나요?,"#### 수탁자를 직접 교육할 수 없는 단기 1회성 위탁의 경우 수탁자를 어떻게 교육해야 하나요? 

1회성 단기 위탁으로 수탁자를 직접 교육할 수 없는 경우에는 위탁 계약 서류에 교육 사항을 명시하는 등의 방법을 활용할 수 있습니다. 

- 위탁자는 개인정보 처리 업무 위탁으로 인하여 정보주체의 개인정보가 분실·도난·유출· 위조·변조 또는 훼손되지 아니하도록 수탁자를 교육하여야 하며(보호법 제26조 제4항), 교육의 방법 및 횟수 등은 수탁자의 개인정보보호 역량, 위·수탁 업무의 성격, 개인 정보 위험, 위·수탁 기간 등을 고려하여 위탁자와 수탁자가 협의하여 결정하는 것이 바람직합니다. 

- 만약 위탁 업무가 1회성으로 이루어짐으로서 위탁 기간이 매우 짧아 위탁 기간 내 수탁자 교육이 불가능한 경우 등에는, 위탁 계약 체결 시 수탁자가 지켜야 할 사항을 계약서류 등을 통해 명확히 고지하고 수탁자가 관련 직원에게 전달하여 교육할 수 있도록 요청할 수 있습니다."
q89,위·수탁,§26,114,"수탁자인 대리점이 고객의 개인정보를 부정 이용해서 고객에게 피해를 입혔다면, 위탁자인 본사도 책임이 있나요?","### 수탁자인 대리점이 고객의 개인정보를 부정 이용해서 고객에게 피해를 입혔다면, 위탁자인 본사도 책임이 있나요? 

##### 네, 위탁자인 본사는 수탁자인 대리점이 발생시킨 손해에 대하여 민법상의 사용자 책임을 부담합니다. 

- 위탁자는 수탁자에 대해 법률의 개인정보보호 규정을 준수하도록 관리·감독할 의무 가 있습니다(보호법 제26조 제4항). 

- 또한, 수탁자가 위탁받은 업무와 관련하여 개인정보를 처리하는 과정에서 보호법을 위반하여 발생한 손해배상책임에 대하여는 수탁자를 개인정보처리자의 소속 직원 으로 보며(보호법 제26조 제7항), 이는 위탁자가 수탁자의 사용자로 간주된다는 것 이므로 위탁자는 수탁자가 발생시킨 손해에 대하여 민법상의 사용자 책임(대위책임)을 부담합니다. 

- 「민법」 제756조의 사용자 책임은 ‘부진정 연대채무’이므로 손해를 입은 정보주체는 수탁자와 그 사용자 책임을 부담하는 개인정보처리자 중 어느 누구를 상대로도 손해 배상청구를 할 수 있습니다. 

- ※ 위탁자가 수탁자의 사용자의 지위에서 「민법」 제756조에 의한 사용자 책임을 지더라도 이와 별개로 수탁자는 정보주체와의 관계에서 「민법」 제750조에 의한 불법행위가 성립하므로 수탁자 자신도 손해배상책임을 집니다. 

- ･ 

- ○ 그러나 위탁자가 정보주체에 대해 지는 손해배상책임은 수탁자의 선임 감독에 대한 책임이므로 위탁자와 수탁자와의 관계에 있어서 위탁자가 수탁자의 선임 및 감독에 대하여 상당한 주의를 다한 때 또는 상당한 주의를 했더라도 손해가 발생했을 경우 에는 위탁자의 손해배상책임은 발생하지 아니합니다. 다만, 이에 대한 입증책임은 위탁자가 부담합니다. 

- 만약 위탁자가 수탁자의 고의·과실로 인하여 발생한 손해에 대하여 정보주체에게 손해배상을 한 때에는 수탁자에게 구상권을 행사할 수 있습니다."
q90,위·수탁,§26,115,클라우드(B2B) 사업자가 클라우드 이용사업자의 수탁자인가요?,"#### 클라우드(B2B) 사업자가 클라우드 이용사업자의 수탁자인가요? 

①서비스 목적·운영방식이 개인정보 ‘처리’를 예정하고 있는지, ②개인정보 저장 시스템 접근권한 등 안전조치에 대한 통제 권한이 있는지, ③개인정보 처리 과정에 ･ 관여하고 있는지 등을 기준으로 개별 구체적 상황을 고려하여 판단해야 합니다. 

- 클라우드 사업자가 클라우드 이용사업자로부터 개인정보 처리 업무를 위탁받은 수탁자에 해당하는지 여부는 ①클라우드 서비스의 목적 및 운영방식이 개인정보 ‘처리’를 예정 하고 있는지, ②개인정보가 저장되어 있는 시스템 등에 대한 접근권한 등 안전조치에 대한 통제 권한이 있는지, ③소프트웨어 등의 제공을 통해 개인정보 처리 과정에 관여 ･ 

- 하고 있는지 등을 기준으로 개별 구체적 상황을 고려해 판단해야 합니다. 

- 클라우드 사업자가 클라우드 이용사업자에게 ‘개인정보 처리 기능이 구현된 소프트 웨어를 제공하는 등 개인정보 처리에 관여’하거나 클라우드 사업자가 ‘개인정보의 안전성 확보 조치 기능을 제공해야만 클라우드 이용사업자가 개인정보처리자로서 의무를 준수’할 수 있는 등의 사정이 있다면 클라우드 사업자와 클라우드 이용사업자는 ･ 

- 개인정보 처리 업무 위 수탁 관계에 있다고 볼 수 있습니다. 

- 단순히 클라우드 서비스와 관련된 물리적인 장소만을 제공하는 것일 뿐, 클라우드 사업자는 클라우드 이용사업자가 처리하는 개인정보에 대한 접근권한*이 없고 클라 ･ 

- 우드 서비스를 제공함에 있어서 개인정보의 처리 과정에 관여하고 있지 않다면 위 수탁 관계에 해당하지는 않습니다. 

- ＊ 클라우드 서비스에 저장된 개인정보를 암호화하고 있거나, 개인정보에 대해 일부 제한적으로 접근 통제를 하고 있다고 하더라도 실질적인 접근권한을 보유하고 있는 한 수탁자에 해당 

- 개인정보 처리 업무의 위탁으로 판단될 경우, 위탁자(클라우드 이용사업자)와 수탁자 ･ 

- (클라우드 사업자)는 개인정보 처리 위 수탁 계약의 체결, 위탁자의 수탁자에 대한 ･ 

- 교육 및 관리 감독 의무 등 보호법 제26조의 사항을 준수해야 합니다."
q91,위·수탁,§26,116,다수의 수탁자에게 개인정보 처리 업무를 위탁하고 있는데 위탁자는 반드시 직접 방문을 통해 감독해야 하나요?,"#### 다수의 수탁자에게 개인정보 처리 업무를 위탁하고 있는데 위탁자는 반드시 직접 방문을 통해 감독해야 하나요? 

위탁자의 감독 방법 및 범위가 보호법의 취지에 부합한다면, 다수의 수탁자에 대한 감독 방법으로 비대면 점검 등을 선택할 수 있습니다. 

- 수탁자에 대한 감독이 반드시 수탁자의 개인정보 처리현장에 대한 위탁자의 직접 방문을 의미하는 것은 아닙니다. 따라서, 감독의 방법 및 범위가 법의 취지에 부합하는 경우 에는 현장 점검을 비롯하여 비대면 점검 등을 감독의 방법으로 선택할 수 있습니다. 

- ･ 

- - 위탁자는 모든 수탁자가 위 수탁 계약의 내용을 준수하고 있는지 여부, 개인정보 ･ 

- 관리 체계와 안전조치가 적절한지 여부 등에 대하여 관리 감독을 수행하여야 합니다. ･ 

- 또한 위탁자는 자체 관리 감독 계획*을 세워 수탁자를 관리할 필요성이 있습니다. 예를 들어 위-수탁자 간 개인정보 전송량 및 수탁자의 개인정보 처리량 등을 기준 으로 수탁자의 개인정보 위험성을 등급화한 뒤 현장 점검, 원격 점검 등 다양한 수단을 합리적으로 사용하여 감독을 시행할 수 있습니다. 

- ＊ (예시) 사전평가 → 수탁자 분류(등급화) → 체크리스트를 통한 수탁자 자체 점검 → 수탁자 이행 계획서 제출 → 위탁자 현장점검 및 원격점검 → 감독 결과 도출 및 사후 조치"
q92,위·수탁,§26,117,매년 반복되는 사업에 대해 동일한 업체와 개인정보 처리업무 위탁을 하고 있습니다. 매년 위ㆍ수탁 계약을 갱신하여야 하나요?,"#### 매년 반복되는 사업에 대해 동일한 업체와 개인정보 처리업무 위탁을 하고 있습니다. 매년 위ㆍ수탁 계약을 갱신하여야 하나요? 

위탁업무 기간이 자동갱신되는 것이 아니라면, 위·수탁 문서에 명시된 개인정보 처리 기간이 종료되면 위·수탁 계약을 다시 체결하는 등의 조치를 취하여야 합니다. 

- 개인정보처리자가 제3자에게 개인정보 처리 업무를 위탁하는 경우 보호법 제26조 제1항 및 보호법 시행령 제28조 제1항의 내용이 포함된 문서에 의하여 개인정보 처리 업무의 위탁이 이루어질 수 있도록 하여야 합니다. 

- 개인정보 처리 업무 위·수탁 문서에 명시된 개인정보 처리 기간이 종료되면 수탁자는 위탁자에게 개인정보를 반환하거나 지체 없이 파기하여야 합니다. 따라서 매년 반복 되는 사업이라 하더라도 위탁업무 기간이 자동으로 갱신되도록 하는 조항이 위·수탁 문서상 명시되어 있는 것이 아니라면 위탁 업무 기간이 종료됨에 따라 수탁자는 위탁자 에게 개인정보를 반환하거나 지체 없이 파기하여야 할 것입니다. 

- 따라서, 동일한 업체와 매년 반복되는 개인정보 처리업무 위탁을 진행한다 하더라도 계속해서 개인정보 처리 업무를 위탁하기 위해서는 위·수탁 계약을 다시 체결하는 등의 조치를 취하여야 합니다."
q93,기타 특수분야,§15,121,졸업앨범에 교사의 사진을 동의받지 않고 넣어도 되나요?,"#### 졸업앨범에 교사의 사진을 동의받지 않고 넣어도 되나요? 

###### 아니요, 졸업앨범에 교사의 사진을 넣으려면 해당 교사의 동의가 필요합니다. 

- 개인정보처리자는 정보주체의 동의를 받은 경우 개인정보를 수집할 수 있고 그 수집 목적의 범위에서 이용할 수 있습니다(보호법 제15조 제1항 제1호). 

- 따라서 졸업앨범을 제작할 때 앨범에 교사의 사진을 넣으려면 “개인정보 수집·이용 목적, 수집하려는 개인정보 항목” 등을 교사에게 알리고 동의받을 필요가 있습니다 (보호법 제15조 제2항)."
q94,기타 특수분야,"§17, §18",122,"총동창회에서 학교에 졸업생의 성명과 졸업 연도가 기재된 졸업생명부를 달라고 요구하는 경우, 학교는 졸업생들의 동의를 구하지 않고 이를 임의로 제공할 수 있나요?","총동창회에서 학교에 졸업생의 성명과 졸업 연도가 기재된 졸업생명부를 달라고 요구하는 경우, 학교는 졸업생들의 동의를 구하지 않고 이를 임의로 제공할 수 있나요? 

아니요, 학교에서 졸업생의 개인정보를 총동창회에 제공하려면 보호법 제17조 제1항 또는 제18조 제2항의 규정에 부합해야 합니다. 

- 동창회가 학교에 졸업생의 개인정보가 기재된 졸업생명부를 달라고 요구하는 경우, 개인정보처리자인 학교가 이를 동창회에 제공하는 것은 자신이 처리하는 개인정보를 제3자에게 제공하는 것에 해당하므로, 

- 학교는 개인정보의 제3자 제공에 관한 보호법 제17조 제1항 각 호 또는 제18조 제2항 각 호의 어느 하나에 해당하여야 합니다. 

- 참고로, 개인정보처리자가 동창회, 동호회 등 친목 도모를 위한 단체를 운영하기 위하여 개인정보를 처리하는 경우에는 개인정보 수집·이용에 관한 제15조의 적용이 배제되므로(보호법 제58조 제3항), 

- 동창회는 정보주체의 동의 없이도 동창들로부터 다른 동창의 개인정보를 수집하여 동창회 운영을 위해 이용할 수 있습니다."
q95,기타 특수분야,§15,123,병원에서 대기자 명부에 개인정보를 기재토록 하는 것이 문제가 되나요?,"#### 병원에서 대기자 명부에 개인정보를 기재토록 하는 것이 문제가 되나요? 

병원은 환자의 사생활 침해를 최소화하는 방법으로 개인정보를 처리하고 안전하게 관리 하여야 합니다. 

- 병원은 진료 시, 「의료법」 등의 법령상 의무 수행을 위해 불가피한 경우, 환자와의 ‧ 

- 진료 계약 체결 및 이행을 위해 필요한 경우에 정보주체의 동의 없이 개인정보를 수집 이용할 수 있습니다(보호법 제15조 제1항 제2호, 제4호). 

- 따라서 병원이 진료실에 들어갈 환자를 정확히 특정할 목적으로 대기자 명부를 만들어 성명, 생년월일 등을 기재하도록 하는 것 자체를 보호법 위반이라고 보기는 어려울 것이나, 병원은 정보주체인 환자의 권리가 침해받을 가능성과 위험 정도를 고려하여 개인정보를 안전하게 관리하여야 하고, 정보주체의 사생활 침해를 최소화하는 방법 으로 개인정보를 처리할 필요가 있습니다(보호법 제3조 제4항, 제6항)."
q96,기타 특수분야,§2,124,감염병 환자의 개인정보는 어느 정도까지 공개할 수 있나요?,"#### 감염병 환자의 개인정보는 어느 정도까지 공개할 수 있나요? 

주의 이상의 위기경보 발령 시 감염병 환자의 이동경로 등은 신속히 공개하여야 하나, 감염병 예방과 관계없는 정보는 공개대상에서 제외됩니다. 

- 감염병 확산으로 인해 ‘주의’ 이상의 위기경보가 발령되면 ‘감염병 환자의 이동경로, 이동수단, 진료의료기관 및 접촉자 현황, 감염병의 지역별·연령대별 발생 및 검사 현황’ 등 국민들이 감염병 예방을 위하여 알아야 하는 정보를 신속히 공개하여야 하나(「재난 ｢ 

- 및 안전관리 기본법」 제38조 제2항, 감염병의 예방 및 관리에 관한 법률 ｣ 제34조의2 제1항), 

- ‘성별, 나이, 성명, 읍·면·동 단위 이하의 거주지 주소’ 등 감염병 예방과 관계없다고 판단되는 정보는 공개대상에서 제외됩니다( ｢ 감염병의 예방 및 관리에 관한 법률 시행령 ｣ 제22조의2 제1항)."
q97,기타 특수분야,§34,125,"건강검진 대상자의 성명, 주민등록번호가 포함된 명단을 실수로 대상자가 속한 기관이 아닌 다른 기관에 발송하였다면 개인정보 유출에 해당 하나요?","건강검진 대상자의 성명, 주민등록번호가 포함된 명단을 실수로 대상자가 속한 기관이 아닌 다른 기관에 발송하였다면 개인정보 유출에 해당하나요? 

###### 네, 개인정보 유출에 해당합니다. 

- 개인정보의 분실·도난·유출은 ‘법령이나 개인정보처리자의 자유로운 의사에 의하지 않고 개인정보가 해당 개인정보처리자의 관리·통제권을 벗어나 제3자가 그 내용을 알 수 있는 상태에 이르게 된 것’을 말합니다(표준지침 제25조). 

- 따라서 대상자가 속한 기관이 아닌 다른 기관에 실수로 대상자의 성명, 주민등록 번호가 포함된 명단을 발송한 것은 개인정보처리자의 관리·통제권을 벗어나 제3자가 내용을 알 수 있게 한 것으로서 개인정보 유출에 해당합니다."
q98,기타 특수분야,§15,126,병원 응급실에서 폭행·난동이 발생한 경우 병원 관계자가 업무 목적 으로 폭행·난동 행위자의 개인정보를 수집하여 이용할 수 있나요?,"병원 응급실에서 폭행·난동이 발생한 경우 병원 관계자가 업무 목적 으로 폭행·난동 행위자의 개인정보를 수집하여 이용할 수 있나요? 

명백히 환자 등의 급박한 생명, 신체, 재산의 이익을 위하여 필요하거나, 환자의 치료 등 병원의 정당한 이익을 위해 필요하고 명백하게 행위자의 권리보다 우선하는 경우에 병원은 행위자의 개인정보를 수집·이용할 수 있습니다. 

- 개인정보처리자는 명백히 정보주체 또는 제3자의 급박한 생명, 신체, 재산의 이익을 위하여 필요하다고 인정되는 경우 개인정보를 수집하여 그 수집 목적의 범위에서 이용 할 수 있습니다(보호법 제15조 제1항 제5호). 

- ･ 

- - 이 경우 생명·신체 재산상의 이익을 보호해야 하는 상황이 급박해야 합니다. 정보 ･ ･ 

- 주체 또는 제3자의 생명 신체 재산상의 이익을 보호해야 하는 상황에서 단시간 내 조치가 반드시 요구되는 상황이라면 급박성을 인정할 수 있습니다. 

- 또한, 개인정보처리자는 개인정보처리자의 정당한 이익을 달성하기 위하여 필요한 경우로서 명백하게 정보주체의 권리보다 우선하는 경우에는 개인정보를 수집할 수 있으며, 그 수집 목적의 범위에서 이용할 수 있습니다. 

- 이 경우 개인정보처리자의 정당한 이익과 상당한 관련이 있고 합리적인 범위를 초과 하지 아니하는 경우에 한합니다(보호법 제15조 제1항 제6호). 

- 따라서, 개인정보처리자인 병원은 명백히 환자 등의 급박한 생명, 신체, 재산의 이익을 위하여 필요하거나, 환자 치료 등 병원의 정당한 이익을 위하여 필요하고 정보주체의 권리에 비해 명백하게 우선한다고 볼 수 있는 경우 폭행 등 행위자의 개인정보를 수집· 이용할 수 있습니다."
q99,기타 특수분야,§18,127,성형외과에서 성형 환자들의 성형 결과를 사진으로 촬영하여 병원 홈페이지에 병원 홍보 목적으로 게시하는 경우 문제가 없나요?,"성형외과에서 성형 환자들의 성형 결과를 사진으로 촬영하여 병원 홈페이지에 병원 홍보 목적으로 게시하는 경우 문제가 없나요? 

성형 결과 사진을 당초의 수집한 목적 범위를 벗어나 병원 홍보 목적으로 이용· 제공하기 위해서는 환자로부터 별도의 동의를 받는 등 개인정보의 목적 외 이용· 제공 요건을 충족하여야 합니다. 

- 병원이 환자의 성형수술 결과 사진을 병원 홍보 목적으로 게시하는 것이 당초 수집한 목적 범위를 벗어난 경우 이는 ‘개인정보의 목적 외 이용·제공 행위’에 해당합니다. 

- 개인정보처리자는 원칙적으로 당초 수집한 목적 범위를 초과하여 개인정보를 이용· 제공하여서는 아니 되며(보호법 제18조 제1항), 정보주체로부터 별도의 동의를 받은 경우 등 보호법 제18조 제2항 각 호의 어느 하나에 해당하는 경우에는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고는 개인정보를 목적 외의 용도로 이용·제공할 수 있습니다(보호법 제18조 제2항). 

- 따라서, 병원이 환자의 성형수술 결과 사진을 당초의 수집한 목적 범위를 벗어나 홍보 목적으로 활용하기 위해서는 ‘촬영한 사진을 병원의 홍보 목적’으로 게재한다는 사실을 정보주체(환자)에게 명확히 알리고 별도의 동의를 얻는 등 보호법 제18조 제2항의 요건을 충족하여야 합니다. 

- ※ 개인정보처리자는 ‘재화나 서비스를 홍보하거나 판매를 권유하기 위하여 개인정보의 처리에 대한 동의를 받으려는 경우’에는 동의 사항을 구분하여 각각 동의를 받아야 합니다(보호법 제22조 제1항 제7호)."
